,0,1,2,3,4,5,6,7,8,9,10,11
0,0.3514100289170975,0.7849743785770668,0.82677715813607,0.6114862724545409,0.6631858033932659,0.9869284903319081,0.2665516216584769,0.9279683448852117,0.30836450863842146,0.3280804370235107,0.4307134046100436,0.5609147682972664
1,0.533538243511872,0.8245234556568449,0.6602779729808945,0.06723629847663905,0.6660847896069795,0.6985901434066272,0.6968454805341376,0.7582739976109013,0.11672425263221267,0.7196913425179371,0.7891955507860842,0.23549435201566749
2,0.7267171735905573,0.8186849369004976,0.5441955249648059,0.46003129629633305,0.7752690349448905,0.9794724114714034,0.201158852224268,0.8913255901114956,0.22503420145425224,0.5546755997102432,0.46725250644160515,0.449299448132503
3,0.7222247986927025,0.634489463779688,0.5075212101807679,0.4698991632585644,0.4827234663097388,0.9622402212520735,0.2642353646193856,0.9644428541643151,0.5452444376260783,0.38923602676661084,0.703480559455578,0.20062835508035068
4,0.7604827555123004,0.7746123184180761,0.7439966744283433,0.1842253522463383,0.7244975327795412,0.8575077186091767,0.38684195205400856,0.9310694540509855,0.34375490312073553,0.6706932608527809,0.747203792117784,0.14828354573004593
5,0.2540470421108088,0.8992236801852639,0.7205913102299686,0.26119895140186483,0.7311800234469461,0.9140223324916343,0.809096623185502,0.8387420280379507,0.11857701513527062,0.33104198559930464,0.6106364267461483,0.389519772206419
6,0.3733678580327292,0.8972539370421082,0.6974263096233845,0.6349668913611032,0.6640855347426812,0.9871956004608817,0.6820488524122119,0.8216592908909336,0.11948784804563617,0.32550378565795746,0.5983987684688804,0.3687787801798153
7,0.6471975606585988,0.4675778224330158,0.19833647238539956,0.5456746481267921,0.7659293910588902,0.9887439166758026,0.0812623130006683,0.8261905855264482,0.1305351853409818,0.19317761230802688,0.5028510801507268,0.7952404943791992
8,0.3203026510928399,0.6287771014299679,0.8588860797742653,0.4847651834845124,0.8572481911838321,0.9828329597693606,0.10127820398328642,0.9434455066607469,0.34139389536111014,0.3443819357965798,0.34788670288009893,0.664063671897158
9,0.5448575308803831,0.4456940942519036,0.5744636803041253,0.825956620984682,0.7048505057708924,0.9985367496137326,0.14028633357079845,0.5358870332593869,0.03679158447667404,0.25054166679267287,0.6672839814717695,0.6830160401585527
10,0.2143179303495237,0.10814208481759655,0.5059841578821513,0.8788575952235883,0.9134010441415523,0.9987749531287196,0.04194977065196563,0.9431627924864131,0.39647450746876534,0.21330604990245944,0.5043036645675488,0.8153258484743916
11,0.7307865488879821,0.1140364338215425,0.2588221842100733,0.09580310005382046,0.9188333498624158,0.8141633734624825,0.08514778495203354,0.6577308104757033,0.033131715752026974,0.31135016639814667,0.596865089781194,0.8248350423476438
12,0.7339894801028403,0.13580877758166263,0.38365717464769217,0.24524652137326566,0.9198184295903183,0.9548914084171148,0.10219616565696503,0.6782479703321727,0.04369164637529239,0.3252065136987155,0.6577516717193785,0.7472634827872213
13,0.7520157027862667,0.9420644559114001,0.14217027862235088,0.02098530304488867,0.6801779494240694,0.23781992627051102,0.5438536946401105,0.5242507655266132,0.015944832972313742,0.2038757089669138,0.6564928968323246,0.5639387868172677
14,0.2824212838549356,0.4697765644665327,0.952613903852892,0.028018791030224935,0.5085082007911854,0.2773881713891538,0.6786769048560104,0.7751535633173636,0.057344070848609194,0.19813921401140125,0.06865810298413322,0.9027694147383155
15,0.3978348499762802,0.6674777786082542,0.9254272458006978,0.1672410845649778,0.6009277787478225,0.8350083237493042,0.43274824115932026,0.8638727094493353,0.20135544253732338,0.3119467565572076,0.07295510069690647,0.8609592769999183
16,0.5614011268218239,0.8530706217084817,0.4661796097725626,0.3554202602979839,0.7863931923730304,0.9685344637192006,0.08504908531122769,0.9552746538352614,0.6929150808335306,0.40588486234983856,0.19767589806273173,0.7078203793777923
17,0.7336146115518004,0.2385006048525073,0.503425847660966,0.3091783951004967,0.7902832431095019,0.9542036925991672,0.17548072338702614,0.7918291412054737,0.11724737325129866,0.371577208965156,0.7265774471499774,0.516416324193705
18,0.20157905163728887,0.5833043105822153,0.9363590869368906,0.03842078697286545,0.5582272123804833,0.3981711302557693,0.5309128610578525,0.8088208852336395,0.05822244794439607,0.22617551031026473,0.20867947996446057,0.8238181468777372
19,0.4883369986863404,0.7232736042900376,0.523249771240663,0.4618031935291692,0.7904993477294249,0.9779968383396263,0.060429685023791264,0.9655186375284249,0.6575953789935951,0.4218507999996682,0.2571652045679499,0.698718282813718
20,0.7792845026686479,0.9133344456342363,0.1953556778001171,0.09212204057089024,0.46179925887402423,0.6442258946363526,0.4671174048849443,0.7514743680416656,0.0687349070396191,0.4178532334175938,0.6136892343735004,0.3789583188198181
21,0.4428870596856827,0.7099125753944853,0.1687463091623351,0.1684647595176077,0.8257908144064379,0.8730155523873153,0.07885158160324426,0.9731170531151941,0.7377440680713534,0.37727151263325737,0.3094530936536447,0.690910018913005
22,0.20165279441384393,0.5957027520563014,0.936176038985148,0.04054554213113859,0.5751425751337591,0.3935347944222752,0.5843958325268971,0.8013332336661639,0.05516516749890931,0.1965906981616222,0.21061148847383698,0.8328197163773483
23,0.5122293286344812,0.808705636378038,0.8508994126512592,0.5194765159582041,0.744635303608231,0.9803429950922886,0.2709302936423358,0.9193552520669175,0.3715279603622059,0.3552106414750256,0.2405370826603388,0.6559281970381975
24,0.6012826647736063,0.8471353580043912,0.8553734641983146,0.2156785219947326,0.7640323185992483,0.906964519673794,0.7949808614794892,0.8201845472246702,0.17008845508524278,0.44598181097573425,0.30358636867696187,0.5455415584554928
25,0.627115895719941,0.8976744063641617,0.421507484796523,0.08905334132940627,0.7030237798198182,0.7985788632442902,0.8535668504693908,0.36843819984099585,0.018453744762411396,0.48204275850955736,0.7037474185386158,0.365705499026198
26,0.3658421818092602,0.40157266547405013,0.6862738243191119,0.7854900743022866,0.7425332512614088,0.9967683746558995,0.07810179986130841,0.9383617610278469,0.3949879048564723,0.207919349478811,0.6003836966952518,0.5999089113390583
27,0.7240442323180682,0.470161465786222,0.5409508406232509,0.5189547639973321,0.6100324827500999,0.980895871131607,0.2222657255552307,0.8570238141069766,0.1857227065395781,0.35653737939050645,0.7505476756321097,0.34727044898817616
